year, month, day, tmax, tavg, tmin, humid, wind, sunshine, rainfall, snow, cloud
2004, 1, 31, 6.1, -0.2, -5.0, 84.1, 1.5, 9.3, 0.0, 0.0, 1.5
2004, 2, 1, 6.4, 1.1, -3.3, 82.5, 1.5, 6.3, 0.0, 0.0, 5.3
2004, 2, 2, 2.7, -0.2, -2.1, 63.0, 4.2, 8.1, 0.0, 0.0, 7.3
2004, 2, 3, -0.2, -2.4, -4.2, 68.9, 2.1, 8.6, 0.1, 0.2, 7.5
2004, 2, 4, 2.9, -1.3, -4.8, 85.4, 2.8, 4.8, 2.1, 2.5, 7.6
2004, 2, 5, 0.3, -3.4, -5.6, 77.5, 3.9, 5.8, 0.5, 0.3, 6.8
2004, 2, 6, 1.8, -2.9, -6.0, 83.8, 4.1, 1.9, 3.6, 9.3, 7.8
2004, 2, 7, -0.4, -2.6, -4.2, 74.8, 3.7, 6.9, 0.3, 0.7, 6.9
2004, 2, 8, 6.7, 0.8, -4.5, 66.0, 5.0, 9.2, 0.0, 0.0, 1.4
2004, 2, 9, 2.5, -2.0, -5.4, 65.4, 2.0, 9.6, 0.0, 0.0, 0.4
2004, 2, 10, 4.2, -1.7, -6.6, 67.3, 1.5, 9.7, 0.0, 0.0, 0.0
2004, 2, 11, 7.6, 1.6, -4.1, 75.5, 2.4, 6.0, 0.0, 0.0, 3.5
2004, 2, 12, 5.0, 0.6, -3.0, 75.6, 2.0, 9.7, 0.0, 0.0, 0.4
2004, 2, 13, 8.4, 3.1, -3.2, 65.9, 2.5, 5.9, 0.0, 0.0, 5.9
2004, 2, 14, 10.0, 4.5, 1.8, 57.5, 7.7, 7.5, 0.0, 0.0, 5.3
2004, 2, 15, 7.3, 3.0, -2.6, 67.8, 2.4, 10.0, 0.0, 0.0, 0.3
2004, 2, 16, 8.6, 2.9, -2.9, 79.5, 1.4, 6.1, 0.0, 0.0, 5.1
2004, 2, 17, 8.4, 4.0, -0.1, 67.0, 2.9, 9.3, 0.0, 0.0, 2.9
2004, 2, 18, 12.3, 3.3, -3.9, 49.8, 0.9, 9.9, 0.0, 0.0, 0.0
2004, 2, 19, 15.9, 6.0, -1.6, 47.6, 0.9, 9.4, 0.0, 0.0, 1.3
2004, 2, 20, 17.7, 9.7, 1.5, 50.8, 1.5, 9.5, 0.0, 0.0, 2.9
2004, 2, 21, 20.5, 15.1, 9.2, 71.9, 4.6, 2.1, 9.0, 0.0, 9.8
2004, 2, 22, 14.5, 4.7, 2.6, 79.3, 6.9, 0.0, 7.5, 0.0, 10.0
2004, 2, 23, 5.3, 1.9, -1.0, 58.6, 5.2, 10.3, 0.0, 0.0, 2.9
2004, 2, 24, 9.0, 3.5, -1.6, 67.0, 3.4, 7.7, 0.0, 0.0, 5.5
2004, 2, 25, 11.4, 6.1, 3.4, 63.8, 5.3, 2.1, 0.0, 0.0, 4.5
2004, 2, 26, 6.3, 2.5, -1.0, 59.0, 3.2, 7.5, 0.0, 0.0, 4.1
2004, 2, 27, 6.3, 2.2, -1.3, 50.3, 2.5, 10.2, 0.0, 0.0, 1.0
2004, 2, 28, 12.0, 6.5, -0.3, 62.9, 2.9, 0.5, 1.5, 0.0, 9.1
2004, 2, 29, 8.5, 4.2, 1.7, 57.0, 3.5, 8.8, 0.2, 0.0, 6.3
2004, 3, 1, 7.7, 2.7, -0.7, 40.0, 3.0, 10.2, 0.0, 0.0, 4.3
2004, 3, 2, 4.6, 0.3, -3.1, 29.8, 2.4, 10.3, 0.0, 0.0, 2.3
2004, 3, 3, 2.3, -2.3, -5.0, 59.3, 1.7, 3.2, 1.0, 2.2, 7.9
2004, 3, 4, 3.6, 0.4, -6.1, 58.3, 3.1, 8.1, 0.0, 0.0, 5.5
2004, 3, 5, 5.2, 1.3, -0.2, 79.8, 3.2, 0.9, 24.5, 4.8, 8.1
2004, 3, 6, 0.4, -2.3, -4.0, 65.3, 6.3, 7.7, 0.5, 0.5, 7.1
2004, 3, 7, 2.0, -1.3, -5.2, 58.4, 2.8, 10.2, 0.0, 0.0, 3.5
2004, 3, 8, 7.8, 2.7, -3.0, 72.6, 3.5, 5.9, 0.0, 0.0, 4.5
2004, 3, 9, 14.6, 7.9, 1.4, 61.6, 4.1, 9.6, 0.0, 0.0, 0.0
2004, 3, 10, 17.3, 11.3, 5.5, 66.9, 6.2, 2.1, 0.0, 0.0, 6.5
2004, 3, 11, 10.9, 6.1, 2.1, 35.0, 2.0, 3.1, 0.0, 0.0, 6.3
2004, 3, 12, 12.7, 5.9, 1.6, 45.8, 2.2, 9.7, 0.0, 0.0, 6.1
2004, 3, 13, 12.4, 5.5, 0.3, 76.3, 1.8, 5.6, 0.0, 0.0, 5.3
2004, 3, 14, 11.1, 5.3, 2.6, 84.8, 1.7, 4.3, 0.0, 0.0, 7.1
2004, 3, 15, 14.1, 6.7, 0.6, 72.4, 1.3, 6.7, 0.0, 0.0, 4.8
2004, 3, 16, 21.7, 15.2, 6.2, 46.8, 5.0, 6.3, 0.0, 0.0, 4.8
2004, 3, 17, 17.3, 6.3, -0.6, 70.4, 5.1, 0.0, 8.5, 0.0, 8.6
2004, 3, 18, 6.5, 1.7, -2.2, 49.3, 2.7, 11.0, 0.0, 0.0, 1.1
2004, 3, 19, 8.4, 2.9, -2.5, 64.0, 2.2, 7.7, 0.0, 0.0, 4.4
2004, 3, 20, 10.3, 6.0, 1.4, 48.6, 1.9, 9.0, 0.0, 0.0, 5.3
2004, 3, 21, 15.6, 8.4, 3.0, 53.5, 1.9, 5.8, 0.0, 0.0, 8.8
2004, 3, 22, 12.3, 7.2, 3.6, 73.9, 2.5, 7.9, 1.0, 0.0, 5.5
2004, 3, 23, 14.7, 6.8, 1.7, 58.8, 2.2, 9.6, 0.0, 0.0, 4.0
2004, 3, 24, 12.2, 5.9, 2.4, 75.3, 2.0, 1.6, 0.0, 0.0, 5.6
2004, 3, 25, 12.2, 6.7, 3.3, 64.4, 1.4, 5.5, 0.0, 0.0, 5.5
2004, 3, 26, 14.5, 7.8, 0.9, 58.4, 2.3, 11.1, 0.0, 0.0, 0.0
2004, 3, 27, 14.8, 8.1, 2.7, 66.3, 1.8, 6.5, 0.0, 0.0, 5.9
2004, 3, 28, 18.7, 10.0, 0.7, 51.4, 1.5, 11.0, 0.0, 0.0, 0.8
2004, 3, 29, 20.3, 13.6, 6.7, 58.1, 1.5, 7.6, 0.2, 0.0, 8.8
2004, 3, 30, 12.9, 9.0, 3.0, 59.8, 4.3, 8.4, 0.3, 0.0, 6.0
2004, 3, 31, 12.2, 6.4, 0.4, 65.0, 2.4, 10.4, 0.0, 0.0, 0.0
2004, 4, 1, 17.4, 8.5, 1.3, 65.0, 2.4, 2.8, 11.5, 0.0, 7.4
2004, 4, 2, 11.0, 6.4, 5.0, 67.6, 4.3, 8.1, 0.5, 0.0, 5.8
2004, 4, 3, 9.0, 5.7, 2.8, 62.5, 3.8, 7.9, 0.0, 0.0, 5.3
2004, 4, 4, 11.4, 5.7, 0.1, 58.1, 3.3, 11.6, 0.0, 0.0, 0.0
2004, 4, 5, 13.1, 6.9, 0.8, 46.0, 2.9, 12.0, 0.0, 0.0, 0.0
2004, 4, 6, 13.8, 8.3, 1.4, 52.4, 1.6, 2.2, 0.4, 0.0, 8.3
2004, 4, 7, 14.3, 9.0, 4.5, 54.6, 3.7, 9.3, 0.0, 0.0, 5.9
2004, 4, 8, 14.3, 7.9, 1.1, 49.4, 2.7, 12.0, 0.0, 0.0, 0.0
2004, 4, 9, 18.0, 10.5, 3.0, 51.3, 3.0, 11.1, 0.0, 0.0, 0.0
2004, 4, 10, 21.3, 12.0, 4.6, 59.8, 1.8, 9.5, 0.0, 0.0, 5.3
2004, 4, 11, 18.2, 13.7, 9.5, 63.8, 1.7, 4.0, 0.0, 0.0, 6.0
2004, 4, 12, 20.7, 12.1, 7.5, 80.1, 2.0, 6.1, 0.0, 0.0, 4.6
2004, 4, 13, 20.3, 12.7, 7.6, 71.6, 2.4, 10.4, 0.0, 0.0, 4.3
2004, 4, 14, 21.4, 13.1, 7.4, 65.6, 2.3, 10.2, 0.0, 0.0, 3.3
2004, 4, 15, 20.4, 12.6, 5.6, 64.8, 1.8, 6.0, 0.0, 0.0, 4.0
2004, 4, 16, 20.3, 14.3, 7.4, 51.8, 3.1, 11.2, 0.0, 0.0, 0.0
2004, 4, 17, 22.3, 14.9, 7.0, 46.8, 2.0, 10.9, 0.0, 0.0, 2.8
2004, 4, 18, 23.8, 15.7, 8.6, 63.4, 2.1, 2.7, 8.0, 0.0, 8.0
2004, 4, 19, 17.0, 13.2, 10.7, 89.8, 3.3, 0.2, 2.5, 0.0, 9.8
2004, 4, 20, 20.0, 12.7, 8.9, 86.1, 2.6, 7.2, 0.0, 0.0, 2.6
2004, 4, 21, 27.2, 18.2, 9.4, 67.6, 1.7, 10.3, 0.0, 0.0, 0.0
2004, 4, 22, 22.2, 15.9, 10.7, 76.3, 3.3, 2.5, 0.0, 0.0, 7.1
2004, 4, 23, 15.7, 10.8, 6.4, 45.9, 4.0, 11.7, 0.0, 0.0, 3.1
2004, 4, 24, 15.5, 9.6, 3.3, 51.4, 3.1, 11.6, 0.0, 0.0, 1.4
2004, 4, 25, 17.8, 11.2, 3.8, 42.1, 2.2, 12.2, 0.0, 0.0, 1.3
2004, 4, 26, 14.5, 10.5, 8.5, 70.6, 2.7, 0.0, 35.0, 0.0, 9.3
2004, 4, 27, 11.1, 8.6, 6.0, 76.1, 2.7, 0.5, 4.5, 0.0, 7.8
2004, 4, 28, 16.2, 9.9, 3.1, 65.9, 2.1, 12.4, 0.0, 0.0, 0.0
2004, 4, 29, 20.7, 14.3, 5.5, 54.4, 1.7, 11.7, 0.0, 0.0, 2.5
2004, 4, 30, 22.8, 17.8, 12.9, 63.3, 1.3, 0.8, 0.0, 0.0, 9.5
2004, 5, 1, 24.7, 19.4, 14.1, 63.0, 2.0, 4.7, 0.0, 0.0, 6.9
2004, 5, 2, 23.0, 18.3, 14.2, 69.8, 3.3, 0.9, 0.5, 0.0, 9.6
2004, 5, 3, 18.6, 13.5, 9.0, 93.6, 2.7, 0.0, 8.0, 0.0, 10.0
2004, 5, 4, 17.0, 11.7, 8.4, 77.4, 3.4, 10.0, 1.5, 0.0, 5.3
2004, 5, 5, 20.6, 14.4, 7.6, 65.9, 3.8, 12.2, 0.0, 0.0, 1.1
2004, 5, 6, 21.0, 15.0, 11.2, 72.8, 3.9, 11.2, 0.0, 0.0, 0.0
2004, 5, 7, 24.9, 15.7, 8.7, 70.9, 1.5, 9.7, 0.0, 0.0, 5.1
2004, 5, 8, 22.9, 16.8, 11.9, 67.1, 1.2, 0.1, 7.5, 0.0, 9.4
2004, 5, 9, 18.2, 15.8, 13.4, 92.9, 2.6, 0.0, 13.5, 0.0, 9.9
2004, 5, 10, 17.7, 13.9, 12.2, 91.9, 3.1, 0.0, 3.5, 0.0, 10.0
2004, 5, 11, 22.3, 15.2, 11.1, 86.9, 1.8, 6.7, 0.0, 0.0, 6.8
2004, 5, 12, 19.0, 17.2, 14.6, 90.9, 1.7, 0.0, 31.5, 0.0, 9.4
2004, 5, 13, 18.5, 13.5, 10.4, 88.8, 4.3, 6.8, 1.0, 0.0, 6.6
2004, 5, 14, 24.5, 15.7, 9.7, 81.9, 1.9, 7.3, 0.0, 0.0, 7.3
2004, 5, 15, 16.8, 14.8, 13.4, 88.5, 1.0, 0.0, 1.5, 0.0, 10.0
2004, 5, 16, 19.1, 15.0, 12.3, 80.9, 2.3, 4.8, 0.0, 0.0, 8.6
2004, 5, 17, 16.5, 14.2, 12.2, 81.8, 4.4, 3.5, 0.0, 0.0, 5.6
2004, 5, 18, 24.3, 18.2, 10.7, 58.6, 4.2, 10.4, 0.0, 0.0, 2.5
2004, 5, 19, 25.3, 19.4, 16.2, 57.4, 4.9, 9.2, 0.0, 0.0, 5.5
2004, 5, 20, 25.9, 19.5, 13.7, 65.4, 4.6, 9.7, 0.0, 0.0, 4.6
2004, 5, 21, 18.3, 15.3, 12.3, 79.5, 3.7, 9.3, 4.0, 0.0, 4.9
2004, 5, 22, 22.2, 16.4, 10.7, 66.0, 3.4, 13.0, 0.0, 0.0, 1.1
2004, 5, 23, 20.5, 16.4, 12.8, 67.9, 3.4, 13.1, 0.0, 0.0, 0.9
2004, 5, 24, 22.8, 16.7, 11.5, 66.0, 2.4, 13.2, 0.0, 0.0, 0.0
2004, 5, 25, 26.0, 18.7, 11.7, 59.8, 1.7, 11.9, 0.0, 0.0, 1.8
2004, 5, 26, 20.8, 17.8, 14.5, 74.9, 1.0, 0.0, 0.0, 0.0, 8.8
2004, 5, 27, 27.2, 21.6, 16.7, 71.1, 2.9, 4.7, 1.0, 0.0, 9.5
2004, 5, 28, 24.5, 21.3, 17.2, 86.9, 4.2, 0.0, 29.0, 0.0, 9.8
2004, 5, 29, 23.3, 18.4, 16.2, 93.1, 2.2, 5.4, 0.1, 0.0, 7.8
2004, 5, 30, 22.6, 17.4, 15.8, 94.9, 2.3, 1.3, 0.4, 0.0, 10.0
2004, 5, 31, 25.2, 18.9, 14.2, 65.0, 2.7, 11.1, 0.5, 0.0, 5.1
2004, 6, 1, 26.4, 18.5, 12.5, 63.9, 2.2, 10.6, 0.0, 0.0, 3.1
2004, 6, 2, 27.9, 20.4, 14.3, 67.4, 1.8, 12.1, 0.0, 0.0, 4.0
2004, 6, 3, 28.4, 20.9, 16.2, 69.6, 2.2, 12.5, 0.0, 0.0, 0.0
2004, 6, 4, 27.4, 20.5, 16.3, 73.8, 2.1, 9.8, 0.0, 0.0, 1.8
2004, 6, 5, 30.6, 24.0, 16.6, 57.1, 1.7, 7.4, 0.0, 0.0, 6.1
2004, 6, 6, 28.6, 24.5, 20.3, 48.0, 1.8, 1.9, 0.0, 0.0, 8.4
2004, 6, 7, 24.2, 20.9, 17.8, 65.6, 1.3, 0.2, 0.5, 0.0, 9.8
2004, 6, 8, 19.5, 17.6, 15.8, 86.9, 1.3, 0.0, 4.5, 0.0, 9.4
2004, 6, 9, 24.3, 18.6, 15.4, 83.3, 2.3, 6.6, 0.0, 0.0, 3.8
2004, 6, 10, 25.9, 20.4, 16.6, 80.0, 2.3, 10.6, 0.0, 0.0, 1.5
2004, 6, 11, 28.0, 21.7, 17.5, 77.0, 2.4, 8.7, 0.0, 0.0, 5.4
2004, 6, 12, 30.9, 22.5, 16.4, 70.5, 1.8, 8.5, 0.0, 0.0, 4.4
2004, 6, 13, 28.7, 23.2, 18.5, 53.0, 2.0, 11.4, 0.0, 0.0, 0.0
2004, 6, 14, 28.4, 23.3, 16.5, 46.4, 2.0, 12.3, 0.0, 0.0, 2.9
2004, 6, 15, 30.8, 23.2, 18.1, 47.6, 2.1, 11.9, 0.0, 0.0, 4.8
2004, 6, 16, 28.7, 22.9, 17.2, 63.3, 1.4, 3.8, 0.0, 0.0, 7.9
2004, 6, 17, 22.7, 19.5, 17.1, 85.3, 2.5, 0.3, 38.0, 0.0, 9.9
2004, 6, 18, 26.8, 22.7, 18.9, 82.9, 1.9, 0.8, 1.0, 0.0, 10.0
2004, 6, 19, 21.9, 20.6, 19.2, 92.1, 3.1, 0.0, 117.0, 0.0, 10.0
2004, 6, 20, 24.5, 21.8, 20.1, 93.4, 1.7, 0.0, 18.0, 0.0, 10.0
2004, 6, 21, 24.4, 20.6, 19.5, 90.9, 2.7, 0.5, 26.0, 0.0, 8.8
2004, 6, 22, 28.4, 22.0, 18.2, 83.3, 2.8, 4.1, 22.5, 0.0, 7.5
2004, 6, 23, 28.3, 23.7, 21.4, 81.1, 3.0, 4.4, 0.0, 0.0, 7.0
2004, 6, 24, 27.4, 23.5, 20.9, 78.5, 2.1, 0.0, 0.5, 0.0, 9.1
2004, 6, 25, 25.3, 22.5, 20.6, 80.3, 1.9, 1.5, 1.5, 0.0, 9.4
2004, 6, 26, 26.6, 22.7, 20.2, 85.1, 2.2, 6.7, 3.5, 0.0, 7.5
2004, 6, 27, 26.8, 23.0, 20.5, 80.0, 2.5, 9.0, 0.0, 0.0, 6.4
2004, 6, 28, 26.1, 22.2, 19.3, 82.6, 1.5, 0.6, 0.0, 0.0, 5.9
2004, 6, 29, 26.7, 22.6, 19.5, 81.3, 2.3, 5.9, 0.0, 0.0, 5.0
2004, 6, 30, 25.9, 23.5, 21.1, 83.4, 1.4, 0.0, 0.0, 0.0, 9.5
2004, 7, 1, 29.7, 25.3, 22.3, 75.4, 1.9, 5.6, 0.1, 0.0, 8.4
2004, 7, 2, 26.3, 23.7, 21.4, 90.5, 4.0, 0.0, 46.5, 0.0, 10.0
2004, 7, 3, 25.4, 23.3, 20.8, 94.0, 1.6, 0.0, 33.5, 0.0, 10.0
2004, 7, 4, 26.4, 23.2, 21.0, 87.5, 5.1, 0.0, 18.5, 0.0, 10.0
2004, 7, 5, 27.4, 23.4, 19.1, 79.4, 4.4, 3.0, 5.5, 0.0, 8.1
2004, 7, 6, 29.2, 25.4, 22.7, 79.0, 2.9, 1.3, 0.1, 0.0, 7.9
2004, 7, 7, 24.9, 21.6, 19.3, 91.6, 1.9, 0.0, 68.0, 0.0, 10.0
2004, 7, 8, 24.4, 21.1, 19.4, 90.3, 3.1, 1.4, 0.5, 0.0, 7.9
2004, 7, 9, 27.8, 22.7, 19.7, 81.3, 1.7, 8.5, 0.0, 0.0, 5.1
2004, 7, 10, 27.8, 22.6, 18.8, 83.3, 1.9, 9.8, 0.0, 0.0, 4.9
2004, 7, 11, 24.1, 21.9, 19.7, 91.4, 1.5, 0.0, 16.0, 0.0, 9.5
2004, 7, 12, 27.0, 25.2, 22.9, 84.9, 3.4, 0.3, 7.0, 0.0, 9.5
2004, 7, 13, 25.9, 23.2, 21.8, 93.1, 2.9, 0.0, 3.5, 0.0, 10.0
2004, 7, 14, 24.6, 22.8, 21.6, 93.0, 1.9, 0.0, 28.5, 0.0, 10.0
2004, 7, 15, 25.0, 23.3, 22.3, 94.6, 3.6, 0.0, 74.5, 0.0, 10.0
2004, 7, 16, 27.9, 26.1, 22.9, 85.5, 6.0, 0.3, 6.5, 0.0, 9.9
2004, 7, 17, 26.3, 24.1, 21.1, 92.6, 4.3, 0.1, 81.5, 0.0, 9.6
2004, 7, 18, 30.2, 26.6, 24.1, 83.5, 4.0, 3.2, 0.0, 0.0, 7.6
2004, 7, 19, 31.2, 27.7, 25.1, 77.3, 5.0, 9.6, 0.0, 0.0, 5.3
2004, 7, 20, 29.7, 26.9, 24.7, 81.9, 4.3, 5.7, 0.0, 0.0, 5.0
2004, 7, 21, 31.4, 26.8, 24.2, 84.3, 1.9, 7.4, 0.0, 0.0, 3.9
2004, 7, 22, 31.2, 25.4, 23.8, 89.8, 2.1, 8.4, 0.0, 0.0, 3.5
2004, 7, 23, 32.5, 26.5, 23.2, 82.1, 1.4, 10.9, 0.0, 0.0, 2.9
2004, 7, 24, 32.0, 26.1, 23.0, 82.5, 1.9, 9.3, 0.0, 0.0, 6.3
2004, 7, 25, 30.7, 26.7, 23.5, 81.1, 2.6, 6.8, 0.0, 0.0, 6.1
2004, 7, 26, 31.8, 27.0, 23.9, 79.1, 2.5, 7.0, 0.0, 0.0, 5.5
2004, 7, 27, 32.9, 27.7, 24.3, 78.3, 2.9, 5.8, 0.0, 0.0, 5.6
2004, 7, 28, 31.6, 27.7, 24.5, 81.0, 2.7, 10.2, 0.0, 0.0, 2.4
2004, 7, 29, 32.9, 28.0, 24.0, 77.8, 1.9, 11.6, 0.0, 0.0, 1.0
2004, 7, 30, 32.6, 28.1, 24.6, 76.8, 1.9, 11.7, 0.0, 0.0, 2.4
2004, 7, 31, 33.5, 29.1, 24.2, 71.1, 2.2, 12.5, 0.0, 0.0, 2.0
2004, 8, 1, 35.0, 29.5, 25.0, 65.1, 2.0, 12.0, 0.0, 0.0, 0.5
2004, 8, 2, 32.8, 27.5, 24.4, 73.5, 2.1, 10.6, 0.0, 0.0, 1.5
2004, 8, 3, 32.0, 27.4, 23.8, 77.3, 2.3, 8.5, 0.0, 0.0, 2.9
2004, 8, 4, 34.0, 27.8, 24.4, 76.0, 2.3, 9.5, 0.5, 0.0, 5.3
2004, 8, 5, 32.7, 27.0, 23.8, 80.6, 1.8, 8.9, 11.0, 0.0, 5.5
2004, 8, 6, 33.3, 28.0, 23.8, 77.5, 2.2, 12.7, 0.0, 0.0, 3.0
2004, 8, 7, 32.8, 28.1, 24.4, 77.6, 1.8, 12.5, 0.0, 0.0, 2.4
2004, 8, 8, 32.1, 27.7, 23.9, 78.0, 2.3, 11.9, 0.0, 0.0, 3.4
2004, 8, 9, 32.9, 28.0, 25.1, 78.4, 1.8, 6.8, 0.0, 0.0, 5.3
2004, 8, 10, 34.5, 27.5, 24.4, 81.3, 1.9, 8.2, 2.0, 0.0, 4.6
2004, 8, 11, 35.1, 28.6, 23.2, 72.8, 1.7, 12.1, 0.0, 0.0, 1.8
2004, 8, 12, 33.4, 28.7, 24.8, 74.6, 2.2, 10.6, 0.0, 0.0, 2.6
2004, 8, 13, 33.7, 28.7, 24.8, 72.1, 1.8, 10.2, 0.0, 0.0, 3.6
2004, 8, 14, 32.2, 27.7, 25.3, 77.6, 1.9, 6.2, 0.0, 0.0, 6.5
2004, 8, 15, 28.1, 25.9, 24.5, 79.9, 1.1, 0.0, 0.0, 0.0, 9.8
2004, 8, 16, 26.2, 23.7, 22.2, 92.9, 2.2, 0.0, 58.0, 0.0, 9.8
2004, 8, 17, 31.8, 27.8, 24.3, 80.4, 3.3, 5.6, 0.1, 0.0, 7.1
2004, 8, 18, 26.3, 23.4, 21.5, 93.6, 3.3, 0.0, 97.5, 0.0, 9.9
2004, 8, 19, 26.5, 22.7, 21.4, 88.9, 2.6, 0.6, 20.0, 0.0, 9.1
2004, 8, 20, 28.7, 23.5, 20.4, 82.1, 1.3, 2.9, 0.0, 0.0, 7.9
2004, 8, 21, 28.2, 23.6, 20.6, 83.4, 1.4, 1.4, 0.5, 0.0, 9.0
2004, 8, 22, 24.0, 21.4, 20.2, 90.4, 2.4, 0.0, 8.0, 0.0, 10.0
2004, 8, 23, 27.3, 22.4, 19.0, 83.8, 2.1, 5.2, 6.5, 0.0, 7.9
2004, 8, 24, 29.2, 24.1, 20.9, 80.6, 1.6, 8.7, 0.0, 0.0, 4.4
2004, 8, 25, 30.3, 25.1, 21.5, 83.9, 1.2, 3.9, 5.0, 0.0, 7.1
2004, 8, 26, 26.4, 22.5, 20.9, 92.4, 1.9, 0.1, 45.0, 0.0, 10.0
2004, 8, 27, 30.0, 24.6, 21.1, 73.9, 2.3, 6.8, 0.0, 0.0, 5.5
2004, 8, 28, 31.4, 24.6, 20.7, 67.5, 2.1, 11.9, 0.0, 0.0, 3.5
2004, 8, 29, 30.8, 26.0, 21.0, 69.8, 2.3, 12.1, 0.0, 0.0, 4.1
2004, 8, 30, 30.7, 25.1, 21.1, 75.4, 2.5, 6.2, 0.0, 0.0, 4.8
2004, 8, 31, 29.7, 23.6, 19.0, 79.9, 2.4, 8.2, 0.0, 0.0, 2.8
2004, 9, 1, 27.5, 23.3, 19.8, 78.9, 3.1, 6.6, 0.0, 0.0, 5.1
2004, 9, 2, 28.5, 22.0, 17.3, 69.1, 2.5, 10.1, 0.0, 0.0, 1.1
2004, 9, 3, 28.8, 22.2, 16.0, 72.4, 0.8, 3.5, 0.0, 0.0, 4.8
2004, 9, 4, 31.2, 24.9, 19.0, 62.9, 1.3, 8.6, 0.0, 0.0, 4.9
2004, 9, 5, 30.8, 24.7, 20.5, 63.0, 2.3, 5.4, 0.1, 0.0, 6.9
2004, 9, 6, 28.5, 23.4, 19.7, 72.1, 3.4, 6.1, 1.0, 0.0, 7.9
2004, 9, 7, 24.3, 21.5, 20.1, 82.5, 3.7, 0.3, 16.0, 0.0, 9.3
2004, 9, 8, 26.0, 21.3, 18.6, 78.8, 3.1, 9.1, 0.0, 0.0, 5.0
2004, 9, 9, 27.0, 21.2, 17.9, 84.4, 1.2, 5.8, 0.0, 0.0, 6.3
2004, 9, 10, 26.4, 21.3, 16.9, 73.6, 1.9, 3.7, 0.5, 0.0, 8.5
2004, 9, 11, 19.4, 18.4, 17.6, 92.4, 3.6, 0.0, 72.5, 0.0, 10.0
2004, 9, 12, 25.8, 23.6, 19.2, 85.4, 4.6, 0.0, 6.5, 0.0, 9.8
2004, 9, 13, 24.4, 21.5, 18.1, 91.9, 2.5, 0.6, 12.0, 0.0, 8.6
